filial_venda;ano_mes;venda_mensal;venda_anterior;crescimento_percentual;crescimento_percentual_br;rank_crescimento
395;2023-05;55413.49;48793.93;13.57;13,57;4
395;2022-09;42526.2;41750.03;1.86;1,86;5
396;2022-11;169393.82;129006.09;31.31;31,31;1
396;2023-03;129002.76;102734.22;25.57;25,57;2
396;2023-05;133296.1;117177.83;13.76;13,76;3
396;2022-09;136435.83;121551.06;12.25;12,25;4
396;2023-06;130427.77;133296.1;-2.15;-2,15;5
397;2023-03;54999.84;43027.48;27.82;27,82;1
397;2022-10;48683.04;39660.86;22.75;22,75;2
397;2022-09;39660.86;32356.28;22.58;22,58;3
397;2022-11;57442.24;48683.04;17.99;17,99;4
397;2023-05;50372.32;44121.35;14.17;14,17;5
400;2023-06;49078.15;40650.38;20.73;20,73;1
400;2022-11;92296.72;80057.26;15.29;15,29;2
400;2022-10;80057.26;71642.28;11.75;11,75;3
400;2023-02;70156.27;64429.35;8.89;8,89;4
400;2022-09;71642.28;66910.29;7.07;7,07;5
402;2022-11;416268.31;253327.01;64.32;64,32;1
402;2023-01;405092.94;297265.28;36.27;36,27;2
402;2022-10;253327.01;200868.13;26.12;26,12;3
402;2023-03;325198.26;262923.95;23.69;23,69;4
402;2023-06;311593.29;310835.22;0.24;0,24;5
403;2022-11;70650.3;38485.1;83.58;83,58;1
403;2022-10;38485.1;30149.38;27.65;27,65;2
403;2023-05;47184.36;42538.78;10.92;10,92;3
403;2023-02;50677.64;48658.9;4.15;4,15;4
403;2023-04;42538.78;41783.55;1.81;1,81;5
404;2023-03;117124.74;72786.24;60.92;60,92;1
404;2022-10;134417.76;97780.33;37.47;37,47;2
404;2022-09;97780.33;80159.64;21.98;21,98;3
404;2023-05;129568.03;107664.84;20.34;20,34;4
404;2022-11;147918.92;134417.76;10.04;10,04;5
406;2022-11;43311.19;33467.91;29.41;29,41;1
406;2022-09;35834.08;28927.51;23.88;23,88;2
406;2022-08;28927.51;25365.82;14.04;14,04;3
406;2023-03;26578.09;25028.63;6.19;6,19;4
406;2023-01;38387.71;37188.66;3.22;3,22;5
407;2023-05;14821.56;9722.07;52.45;52,45;1
407;2022-08;23212.63;16541.55;40.33;40,33;2
407;2022-11;14719.76;12309.58;19.58;19,58;3
407;2023-06;17513.68;14821.56;18.16;18,16;4
407;2023-03;11285.56;9979.62;13.09;13,09;5
408;2023-05;29952.37;17241.7;73.72;73,72;1
408;2023-04;17241.7;12818.61;34.51;34,51;2
408;2022-10;28759.69;23406.98;22.87;22,87;3
408;2022-12;29067.87;27121.91;7.17;7,17;4
408;2023-06;30217.09;29952.37;0.88;0,88;5
409;2022-11;32001.39;17995.64;77.83;77,83;1
409;2023-05;20650.62;14351.91;43.89;43,89;2
409;2022-10;17995.64;14386.11;25.09;25,09;3
409;2022-09;14386.11;12955.84;11.04;11,04;4
409;2022-08;12955.84;11883.65;9.02;9,02;5
410;2022-11;72097.0;41851.78;72.27;72,27;1
410;2023-03;53891.17;37993.82;41.84;41,84;2
410;2022-09;54725.21;44633.59;22.61;22,61;3
410;2023-05;56124.59;46670.22;20.26;20,26;4
410;2023-02;37993.82;33340.15;13.96;13,96;5
411;2022-10;25496.23;13722.61;85.8;85,80;1
411;2023-03;17695.87;11461.52;54.39;54,39;2
411;2023-04;23759.95;17695.87;34.27;34,27;3
411;2022-11;31826.49;25496.23;24.83;24,83;4
411;2023-01;25836.27;22528.95;14.68;14,68;5
412;2022-11;26402.46;16436.14;60.64;60,64;1
412;2023-03;34417.29;23980.01;43.52;43,52;2
412;2022-08;22797.29;16829.77;35.46;35,46;3
412;2022-12;35699.9;26402.46;35.21;35,21;4
412;2023-04;35764.93;34417.29;3.92;3,92;5
413;2023-05;21304.34;15514.9;37.32;37,32;1
413;2022-10;23244.39;17275.74;34.55;34,55;2
413;2023-03;19351.32;16513.67;17.18;17,18;3
413;2023-02;16513.67;14533.56;13.62;13,62;4
413;2022-11;26231.68;23244.39;12.85;12,85;5
414;2022-11;64278.57;40419.99;59.03;59,03;1
414;2023-03;56241.09;41149.08;36.68;36,68;2
414;2022-08;49818.15;39519.96;26.06;26,06;3
414;2023-05;49756.14;43394.77;14.66;14,66;4
414;2022-10;40419.99;39427.35;2.52;2,52;5
415;2023-03;13230.02;7155.78;84.89;84,89;1
415;2022-09;16123.22;8947.95;80.19;80,19;2
415;2023-06;12485.8;9555.55;30.67;30,67;3
415;2022-11;17611.05;14610.84;20.53;20,53;4
415;2022-10;14610.84;16123.22;-9.38;-9,38;5
416;2022-11;162373.6;103261.32;57.25;57,25;1
416;2022-09;96632.92;83966.23;15.09;15,09;2
416;2023-04;96119.36;88931.72;8.08;8,08;3
416;2022-10;103261.32;96632.92;6.86;6,86;4
416;2023-02;83957.22;79071.11;6.18;6,18;5
418;2022-11;95220.49;56454.84;68.67;68,67;1
418;2023-05;79143.84;64964.97;21.83;21,83;2
418;2022-09;64314.16;54129.32;18.82;18,82;3
418;2023-06;83786.56;79143.84;5.87;5,87;4
418;2023-01;85573.27;84385.43;1.41;1,41;5
420;2022-11;42721.37;25027.69;70.7;70,70;1
420;2023-05;44034.84;30565.22;44.07;44,07;2
420;2023-02;30432.9;26685.99;14.04;14,04;3
420;2022-09;30208.13;28569.02;5.74;5,74;4
420;2023-04;30565.22;28969.94;5.51;5,51;5
421;2023-05;30856.39;19637.12;57.13;57,13;1
421;2022-11;30125.39;20269.72;48.62;48,62;2
421;2022-12;38936.14;30125.39;29.25;29,25;3
421;2022-10;20269.72;18249.94;11.07;11,07;4
421;2023-06;33344.66;30856.39;8.06;8,06;5
422;2022-11;56732.27;37706.53;50.46;50,46;1
422;2023-03;39914.93;32069.37;24.46;24,46;2
422;2022-10;37706.53;31059.7;21.4;21,40;3
422;2023-06;36906.26;31175.08;18.38;18,38;4
422;2023-04;43347.38;39914.93;8.6;8,60;5
423;2022-11;63378.05;38371.56;65.17;65,17;1
423;2023-05;47197.58;39171.64;20.49;20,49;2
423;2023-03;35968.41;30172.24;19.21;19,21;3
423;2022-09;38429.42;32633.49;17.76;17,76;4
423;2023-04;39171.64;35968.41;8.91;8,91;5
424;2022-11;77266.47;43634.41;77.08;77,08;1
424;2023-04;42191.79;28926.48;45.86;45,86;2
424;2023-03;28926.48;25562.09;13.16;13,16;3
424;2022-09;43408.0;38837.26;11.77;11,77;4
424;2022-10;43634.41;43408.0;0.52;0,52;5
426;2022-11;212444.93;110955.21;91.47;91,47;1
426;2023-05;154117.34;116969.45;31.76;31,76;2
426;2023-03;135973.57;122599.39;10.91;10,91;3
426;2022-10;110955.21;107236.0;3.47;3,47;4
426;2022-09;107236.0;108162.81;-0.86;-0,86;5
427;2022-10;57044.02;19350.42;194.79;194,79;1
427;2023-04;46330.04;36464.67;27.05;27,05;2
427;2022-11;59502.2;57044.02;4.31;4,31;3
427;2023-05;47466.26;46330.04;2.45;2,45;4
427;2023-03;36464.67;36560.55;-0.26;-0,26;5
428;2022-08;13649.14;8229.84;65.85;65,85;1
428;2023-04;18145.62;12869.86;40.99;40,99;2
428;2023-06;16102.02;11570.06;39.17;39,17;3
428;2022-11;20017.11;15339.36;30.5;30,50;4
428;2022-10;15339.36;12553.33;22.19;22,19;5
429;2022-11;64595.9;42221.51;52.99;52,99;1
429;2023-03;46278.08;31823.62;45.42;45,42;2
429;2023-05;36850.97;30338.57;21.47;21,47;3
429;2022-10;42221.51;38979.3;8.32;8,32;4
429;2023-06;37559.22;36850.97;1.92;1,92;5
430;2022-11;45291.71;28961.17;56.39;56,39;1
430;2023-04;33776.86;27120.26;24.54;24,54;2
430;2023-05;39993.51;33776.86;18.41;18,41;3
430;2023-03;27120.26;22989.23;17.97;17,97;4
430;2022-09;43015.41;38194.5;12.62;12,62;5
431;2022-11;50516.84;34646.42;45.81;45,81;1
431;2023-05;45434.73;33028.12;37.56;37,56;2
431;2023-06;58582.18;45434.73;28.94;28,94;3
431;2022-09;40529.48;32434.39;24.96;24,96;4
431;2023-04;33028.12;27250.65;21.2;21,20;5
432;2023-05;59080.31;41124.3;43.66;43,66;1
432;2023-03;59156.12;42068.85;40.62;40,62;2
432;2022-11;57611.31;42737.56;34.8;34,80;3
432;2023-01;51762.7;45307.24;14.25;14,25;4
432;2023-06;65308.86;59080.31;10.54;10,54;5
433;2023-03;37635.27;23470.41;60.35;60,35;1
433;2022-10;36279.55;24758.09;46.54;46,54;2
433;2023-06;40434.42;34891.18;15.89;15,89;3
433;2022-11;41351.2;36279.55;13.98;13,98;4
433;2022-08;30742.97;28837.63;6.61;6,61;5
434;2022-11;29167.27;16850.14;73.1;73,10;1
434;2023-02;24223.03;20022.4;20.98;20,98;2
434;2022-08;34130.01;29866.65;14.27;14,27;3
434;2023-01;20022.4;19214.33;4.21;4,21;4
434;2023-05;25212.44;24530.08;2.78;2,78;5
435;2022-11;27870.61;13583.39;105.18;105,18;1
435;2023-04;17326.18;11555.15;49.94;49,94;2
435;2023-01;25155.39;18686.83;34.62;34,62;3
435;2022-09;13419.19;10730.92;25.05;25,05;4
435;2023-03;11555.15;9806.53;17.83;17,83;5
436;2022-11;64933.46;48384.52;34.2;34,20;1
436;2023-05;43289.97;34682.0;24.82;24,82;2
436;2022-10;48384.52;40728.66;18.8;18,80;3
436;2022-09;40728.66;35517.25;14.67;14,67;4
436;2023-03;35041.77;30606.38;14.49;14,49;5
437;2022-10;25020.65;14533.92;72.15;72,15;1
437;2023-05;22105.03;15355.5;43.96;43,96;2
437;2022-09;14533.92;10144.24;43.27;43,27;3
437;2022-12;27988.85;24590.96;13.82;13,82;4
437;2022-11;24590.96;25020.65;-1.72;-1,72;5
438;2022-11;36324.3;18766.31;93.56;93,56;1
438;2023-03;18068.94;12816.0;40.99;40,99;2
438;2023-01;32088.19;23597.52;35.98;35,98;3
438;2023-04;23966.25;18068.94;32.64;32,64;4
438;2023-06;26532.76;22204.59;19.49;19,49;5
439;2022-11;89985.49;66406.23;35.51;35,51;1
439;2022-10;66406.23;52942.55;25.43;25,43;2
439;2023-05;64288.63;52410.49;22.66;22,66;3
439;2022-09;52942.55;48053.36;10.17;10,17;4
439;2023-03;58570.04;56426.45;3.8;3,80;5
440;2022-11;86965.78;35453.41;145.3;145,30;1
440;2023-05;46967.24;30904.52;51.98;51,98;2
440;2022-09;50222.02;40415.82;24.26;24,26;3
440;2023-04;30904.52;27996.21;10.39;10,39;4
440;2023-06;51427.5;46967.24;9.5;9,50;5
442;2022-11;106472.47;57540.98;85.04;85,04;1
442;2023-06;94528.01;82059.88;15.19;15,19;2
442;2023-03;75089.71;68560.75;9.52;9,52;3
442;2023-05;82059.88;76442.67;7.35;7,35;4
442;2022-10;57540.98;54869.57;4.87;4,87;5
443;2023-03;71545.53;32229.03;121.99;121,99;1
443;2022-10;60689.86;39308.73;54.39;54,39;2
443;2022-11;85598.13;60689.86;41.04;41,04;3
443;2023-05;65452.57;55848.93;17.2;17,20;4
443;2022-09;39308.73;34307.68;14.58;14,58;5
444;2022-11;169792.94;108171.54;56.97;56,97;1
444;2023-03;130263.52;93120.5;39.89;39,89;2
444;2023-01;155732.06;149166.29;4.4;4,40;3
444;2022-09;114597.76;113910.6;0.6;0,60;4
444;2023-05;111087.38;114992.37;-3.4;-3,40;5
446;2022-11;69176.44;39338.48;75.85;75,85;1
446;2023-04;44121.09;31201.2;41.41;41,41;2
446;2023-03;31201.2;26464.13;17.9;17,90;3
446;2023-01;41396.43;35222.48;17.53;17,53;4
446;2022-10;39338.48;34784.01;13.09;13,09;5
447;2022-11;136572.74;71081.83;92.13;92,13;1
447;2023-05;66017.42;49475.19;33.44;33,44;2
447;2023-01;90815.55;73163.38;24.13;24,13;3
447;2023-06;67237.64;66017.42;1.85;1,85;4
447;2022-09;76363.3;76736.22;-0.49;-0,49;5
448;2023-03;47830.37;31856.76;50.14;50,14;1
448;2022-11;53968.72;44587.07;21.04;21,04;2
448;2023-05;46239.86;42410.59;9.03;9,03;3
448;2022-10;44587.07;42175.6;5.72;5,72;4
448;2022-08;44510.15;44404.73;0.24;0,24;5
449;2022-11;17455.33;9829.87;77.57;77,57;1
449;2023-03;4228.32;3202.54;32.03;32,03;2
449;2022-09;10340.49;8710.77;18.71;18,71;3
449;2023-04;4810.23;4228.32;13.76;13,76;4
449;2023-05;5176.69;4810.23;7.62;7,62;5
450;2022-11;61943.76;27659.89;123.95;123,95;1
450;2023-06;35641.29;26421.02;34.9;34,90;2
450;2022-09;40563.66;31257.25;29.77;29,77;3
450;2023-04;34068.45;27493.8;23.91;23,91;4
450;2022-08;31257.25;28548.91;9.49;9,49;5
451;2022-11;24872.75;15720.67;58.22;58,22;1
451;2023-06;18946.63;12479.55;51.82;51,82;2
451;2023-01;23129.87;17524.75;31.98;31,98;3
451;2022-08;24575.51;21130.62;16.3;16,30;4
451;2023-04;17610.66;15261.5;15.39;15,39;5
452;2023-03;43696.28;29864.73;46.31;46,31;1
452;2022-10;54443.55;45999.98;18.36;18,36;2
452;2023-05;43467.85;38378.07;13.26;13,26;3
452;2022-11;54588.94;54443.55;0.27;0,27;4
452;2022-09;45999.98;48229.55;-4.62;-4,62;5
453;2023-03;19468.86;12760.36;52.57;52,57;1
453;2022-11;33043.38;23713.29;39.35;39,35;2
453;2023-05;21999.18;17336.32;26.9;26,90;3
453;2022-10;23713.29;21214.81;11.78;11,78;4
453;2022-08;21850.65;19636.0;11.28;11,28;5
454;2022-11;25359.4;13624.69;86.13;86,13;1
454;2023-05;28926.93;16612.15;74.13;74,13;2
454;2023-01;23207.81;17192.16;34.99;34,99;3
454;2022-09;14630.36;11896.13;22.98;22,98;4
454;2023-04;16612.15;16033.48;3.61;3,61;5
455;2023-03;31821.7;22136.12;43.75;43,75;1
455;2022-10;34455.9;25959.51;32.73;32,73;2
455;2022-11;43660.18;34455.9;26.71;26,71;3
455;2023-05;29327.01;28750.26;2.01;2,01;4
455;2023-06;27833.45;29327.01;-5.09;-5,09;5
456;2023-03;45646.83;34214.94;33.41;33,41;1
456;2022-11;51334.49;41128.03;24.82;24,82;2
456;2022-10;41128.03;33788.71;21.72;21,72;3
456;2022-09;33788.71;32379.78;4.35;4,35;4
456;2023-06;30182.44;29810.81;1.25;1,25;5
457;2022-12;14084.77;9592.35;46.83;46,83;1
457;2023-04;11976.96;8416.25;42.31;42,31;2
457;2022-09;11559.45;8684.25;33.11;33,11;3
457;2023-02;11931.68;9588.64;24.44;24,44;4
457;2022-10;13376.59;11559.45;15.72;15,72;5
458;2023-03;33226.38;25666.51;29.45;29,45;1
458;2022-09;43596.23;37510.8;16.22;16,22;2
458;2023-04;37688.18;33226.38;13.43;13,43;3
458;2022-11;42717.15;39389.14;8.45;8,45;4
458;2023-05;38677.68;37688.18;2.63;2,63;5
459;2023-03;14220.41;3768.28;277.37;277,37;1
459;2022-11;17794.69;11711.14;51.95;51,95;2
459;2023-05;14215.35;9386.55;51.44;51,44;3
459;2023-01;13356.45;11925.11;12.0;12,00;4
459;2022-10;11711.14;11744.76;-0.29;-0,29;5
460;2022-11;72265.97;41530.94;74.01;74,01;1
460;2022-10;41530.94;30177.78;37.62;37,62;2
460;2023-04;32403.27;27760.69;16.72;16,72;3
460;2023-06;34381.65;32997.31;4.2;4,20;4
460;2023-05;32997.31;32403.27;1.83;1,83;5
461;2022-11;28439.6;17682.47;60.83;60,83;1
461;2023-05;16120.71;12961.9;24.37;24,37;2
461;2022-10;17682.47;15261.16;15.87;15,87;3
461;2022-12;32837.96;28439.6;15.47;15,47;4
461;2022-09;15261.16;15234.22;0.18;0,18;5
462;2023-05;39316.36;24480.85;60.6;60,60;1
462;2022-11;54860.01;36548.51;50.1;50,10;2
462;2022-10;36548.51;27063.53;35.05;35,05;3
462;2023-03;28314.35;26217.68;8.0;8,00;4
462;2023-01;33547.75;35490.12;-5.47;-5,47;5
463;2022-09;11855.86;7747.11;53.04;53,04;1
463;2022-11;11916.14;8386.1;42.09;42,09;2
463;2022-12;15995.02;11916.14;34.23;34,23;3
463;2023-05;13418.94;9997.91;34.22;34,22;4
463;2023-03;9325.07;8229.08;13.32;13,32;5
464;2022-11;33579.48;17886.98;87.73;87,73;1
464;2023-04;35586.5;21692.0;64.05;64,05;2
464;2022-12;40423.88;33579.48;20.38;20,38;3
464;2023-06;29524.46;29740.35;-0.73;-0,73;4
464;2023-03;21692.0;23114.89;-6.16;-6,16;5
465;2022-10;48104.75;31657.0;51.96;51,96;1
465;2022-08;31832.78;25615.94;24.27;24,27;2
465;2023-02;37780.0;34312.48;10.11;10,11;3
465;2023-04;32505.23;29784.35;9.14;9,14;4
465;2022-09;31657.0;31832.78;-0.55;-0,55;5
466;2022-11;72431.63;24777.82;192.32;192,32;1
466;2023-03;57988.68;41960.1;38.2;38,20;2
466;2023-05;64133.31;49520.72;29.51;29,51;3
466;2022-12;70927.06;72431.63;-2.08;-2,08;4
466;2022-08;40614.61;44528.45;-8.79;-8,79;5
467;2023-03;17510.23;10322.69;69.63;69,63;1
467;2022-11;17929.44;10950.77;63.73;63,73;2
467;2022-10;10950.77;8520.54;28.52;28,52;3
467;2023-05;14441.35;12350.79;16.93;16,93;4
467;2022-12;18219.1;17929.44;1.62;1,62;5
468;2023-05;33750.45;28113.18;20.05;20,05;1
468;2023-04;28113.18;23956.23;17.35;17,35;2
468;2023-03;23956.23;21181.35;13.1;13,10;3
468;2023-02;21181.35;18934.01;11.87;11,87;4
468;2022-09;34501.9;30944.33;11.5;11,50;5
469;2023-03;22084.52;17393.48;26.97;26,97;1
469;2023-06;25486.44;20919.85;21.83;21,83;2
469;2022-12;26748.85;22254.79;20.19;20,19;3
469;2022-11;22254.79;18881.71;17.86;17,86;4
469;2023-05;20919.85;18088.31;15.65;15,65;5
470;2023-03;44642.22;31004.08;43.99;43,99;1
470;2022-11;56943.05;43544.11;30.77;30,77;2
470;2023-04;51990.27;44642.22;16.46;16,46;3
470;2023-01;52289.08;44956.07;16.31;16,31;4
470;2022-10;43544.11;40013.62;8.82;8,82;5
471;2023-04;26893.07;16583.6;62.17;62,17;1
471;2022-11;40795.6;31067.33;31.31;31,31;2
471;2023-05;27904.85;26893.07;3.76;3,76;3
471;2022-10;31067.33;30411.52;2.16;2,16;4
471;2022-09;30411.52;29951.85;1.53;1,53;5
474;2022-11;199830.0;141488.02;41.23;41,23;1
474;2023-05;144591.16;105315.11;37.29;37,29;2
474;2023-01;147159.44;130009.6;13.19;13,19;3
474;2022-10;141488.02;128220.95;10.35;10,35;4
474;2023-03;115369.47;106790.78;8.03;8,03;5
476;2022-11;116407.33;75826.41;53.52;53,52;1
476;2023-04;84874.17;63790.89;33.05;33,05;2
476;2023-03;63790.89;55153.58;15.66;15,66;3
476;2023-05;90800.79;84874.17;6.98;6,98;4
476;2022-10;75826.41;71572.73;5.94;5,94;5
477;2022-11;65446.0;49612.89;31.91;31,91;1
477;2023-05;41503.47;34062.93;21.84;21,84;2
477;2023-03;40712.38;35341.21;15.2;15,20;3
477;2023-01;40916.62;36159.01;13.16;13,16;4
477;2022-09;50123.41;44993.82;11.4;11,40;5
478;2023-01;51320.91;33612.08;52.69;52,69;1
478;2023-05;63140.62;42022.19;50.26;50,26;2
478;2022-11;73080.24;55591.14;31.46;31,46;3
478;2023-04;42022.19;33568.1;25.18;25,18;4
478;2022-09;60969.53;50785.2;20.05;20,05;5
479;2022-11;65012.54;44920.24;44.73;44,73;1
479;2023-04;41912.07;31316.07;33.84;33,84;2
479;2022-08;54723.37;42431.84;28.97;28,97;3
479;2023-05;51219.41;41912.07;22.21;22,21;4
479;2023-02;33465.36;32270.39;3.7;3,70;5
480;2022-11;231434.12;158308.22;46.19;46,19;1
480;2023-05;175822.05;134270.28;30.95;30,95;2
480;2023-03;169695.5;131163.62;29.38;29,38;3
480;2022-09;160829.2;125412.11;28.24;28,24;4
480;2023-01;158120.11;150370.97;5.15;5,15;5
481;2023-04;22292.0;15580.89;43.07;43,07;1
481;2022-11;39661.95;28958.25;36.96;36,96;2
481;2022-10;28958.25;23188.84;24.88;24,88;3
481;2022-08;32405.6;26145.4;23.94;23,94;4
481;2023-02;17718.57;14450.83;22.61;22,61;5
482;2022-11;196650.53;93174.09;111.06;111,06;1
482;2022-10;93174.09;76324.89;22.08;22,08;2
482;2023-04;115523.84;95551.53;20.9;20,90;3
482;2023-03;95551.53;84060.33;13.67;13,67;4
482;2023-01;123631.19;114297.18;8.17;8,17;5
483;2022-11;129950.51;90874.36;43.0;43,00;1
483;2023-03;90532.05;65502.38;38.21;38,21;2
483;2023-01;90146.43;72923.94;23.62;23,62;3
483;2023-05;75051.13;61575.57;21.88;21,88;4
483;2023-06;90032.67;75051.13;19.96;19,96;5
484;2022-11;110127.96;69211.58;59.12;59,12;1
484;2023-03;61625.07;55348.87;11.34;11,34;2
484;2023-05;66781.21;64015.23;4.32;4,32;3
484;2023-04;64015.23;61625.07;3.88;3,88;4
484;2023-01;71422.92;71250.3;0.24;0,24;5
486;2022-11;106918.35;67978.7;57.28;57,28;1
486;2023-03;80444.73;52219.96;54.05;54,05;2
486;2023-05;75335.94;62710.52;20.13;20,13;3
486;2022-10;67978.7;60256.32;12.82;12,82;4
486;2023-06;78864.18;75335.94;4.68;4,68;5
488;2022-11;291783.73;175749.61;66.02;66,02;1
488;2023-05;204608.94;138835.49;47.38;47,38;2
488;2023-03;153236.65;137070.17;11.79;11,79;3
488;2022-10;175749.61;167560.55;4.89;4,89;4
488;2023-01;183907.27;183813.36;0.05;0,05;5
489;2023-03;41191.22;18906.74;117.87;117,87;1
489;2022-10;40950.32;25191.48;62.56;62,56;2
489;2022-11;51817.8;40950.32;26.54;26,54;3
489;2023-04;44818.66;41191.22;8.81;8,81;4
489;2023-01;21803.33;22484.72;-3.03;-3,03;5
490;2022-11;248226.94;154033.79;61.15;61,15;1
490;2023-05;187196.08;141786.5;32.03;32,03;2
490;2023-03;128015.33;109297.76;17.13;17,13;3
490;2023-04;141786.5;128015.33;10.76;10,76;4
490;2022-10;154033.79;144504.32;6.59;6,59;5
491;2023-05;102406.02;37293.12;174.6;174,60;1
491;2022-11;125144.58;61728.96;102.73;102,73;2
491;2023-03;73476.46;65145.98;12.79;12,79;3
491;2022-09;70074.87;68568.62;2.2;2,20;4
491;2023-02;65145.98;63847.45;2.03;2,03;5
492;2023-01;36605.64;25967.63;40.97;40,97;1
492;2023-04;43378.21;33225.55;30.56;30,56;2
492;2022-09;28537.98;23857.32;19.62;19,62;3
492;2022-10;33771.08;28537.98;18.34;18,34;4
492;2023-03;33225.55;28923.36;14.87;14,87;5
493;2023-05;40697.59;28438.46;43.11;43,11;1
493;2023-03;27675.41;20775.65;33.21;33,21;2
493;2022-10;35918.83;27056.05;32.76;32,76;3
493;2022-11;44833.69;35918.83;24.82;24,82;4
493;2022-09;27056.05;24221.31;11.7;11,70;5
494;2022-11;42782.19;18251.29;134.41;134,41;1
494;2023-05;33945.81;21345.76;59.03;59,03;2
494;2023-04;21345.76;16985.98;25.67;25,67;3
494;2023-02;22803.46;21548.24;5.83;5,83;4
494;2022-10;18251.29;18426.83;-0.95;-0,95;5
495;2022-11;178029.75;105678.15;68.46;68,46;1
495;2023-01;123945.16;90185.43;37.43;37,43;2
495;2023-03;125071.19;102189.47;22.39;22,39;3
495;2023-06;119720.88;102990.7;16.24;16,24;4
495;2022-10;105678.15;94057.74;12.35;12,35;5
496;2023-03;93831.16;56421.54;66.3;66,30;1
496;2022-10;103976.21;63587.35;63.52;63,52;2
496;2022-11;162280.2;103976.21;56.07;56,07;3
496;2023-01;83640.27;66137.38;26.46;26,46;4
496;2023-05;105407.37;90959.47;15.88;15,88;5
497;2022-11;165811.15;107848.85;53.74;53,74;1
497;2023-03;114489.63;93765.86;22.1;22,10;2
497;2023-05;123814.29;114341.69;8.28;8,28;3
497;2022-10;107848.85;104129.92;3.57;3,57;4
497;2022-09;104129.92;103403.66;0.7;0,70;5
498;2022-11;113873.05;74089.8;53.7;53,70;1
498;2023-05;82458.24;69086.71;19.35;19,35;2
498;2023-04;69086.71;57951.36;19.21;19,21;3
498;2023-03;57951.36;50661.07;14.39;14,39;4
498;2023-01;72112.71;66850.39;7.87;7,87;5
499;2022-11;85563.09;54321.04;57.51;57,51;1
499;2023-03;40130.92;26021.31;54.22;54,22;2
499;2022-10;54321.04;36054.87;50.66;50,66;3
499;2023-04;47190.56;40130.92;17.59;17,59;4
499;2023-06;55132.54;49630.85;11.09;11,09;5
500;2022-11;305453.47;178450.28;71.17;71,17;1
500;2023-04;236288.48;189462.71;24.72;24,72;2
500;2023-03;189462.71;152184.45;24.5;24,50;3
500;2023-05;253830.39;236288.48;7.42;7,42;4
500;2022-09;185056.16;177858.25;4.05;4,05;5
501;2022-11;180996.96;122132.0;48.2;48,20;1
501;2022-10;122132.0;86480.24;41.23;41,23;2
501;2023-05;126524.85;99257.42;27.47;27,47;3
501;2023-06;148419.01;126524.85;17.3;17,30;4
501;2023-01;124653.99;121894.87;2.26;2,26;5
502;2022-11;118803.42;57224.4;107.61;107,61;1
502;2023-05;81611.98;65724.62;24.17;24,17;2
502;2023-03;67075.38;54760.84;22.49;22,49;3
502;2023-01;67250.46;67118.85;0.2;0,20;4
502;2023-06;80930.82;81611.98;-0.83;-0,83;5
503;2023-03;176285.66;118097.02;49.27;49,27;1
503;2022-11;290911.73;206160.08;41.11;41,11;2
503;2022-10;206160.08;168309.74;22.49;22,49;3
503;2022-09;168309.74;160647.72;4.77;4,77;4
503;2023-05;177347.25;172863.02;2.59;2,59;5
504;2022-11;113295.47;66567.37;70.2;70,20;1
504;2023-04;64316.87;48864.9;31.62;31,62;2
504;2022-10;66567.37;56201.88;18.44;18,44;3
504;2023-03;48864.9;46157.87;5.86;5,86;4
504;2022-09;56201.88;55518.31;1.23;1,23;5
505;2022-11;81390.24;44610.66;82.45;82,45;1
505;2023-03;61696.77;38159.9;61.68;61,68;2
505;2023-05;58599.32;41634.18;40.75;40,75;3
505;2023-01;63022.86;49195.5;28.11;28,11;4
505;2022-10;44610.66;38512.77;15.83;15,83;5
506;2022-11;137440.71;101224.19;35.78;35,78;1
506;2023-03;96277.93;81406.71;18.27;18,27;2
506;2023-04;112704.01;96277.93;17.06;17,06;3
506;2022-10;101224.19;89920.15;12.57;12,57;4
506;2023-01;110294.47;100013.04;10.28;10,28;5
507;2022-11;361744.94;258221.98;40.09;40,09;1
507;2023-05;265463.08;231573.47;14.63;14,63;2
507;2022-10;258221.98;227229.21;13.64;13,64;3
507;2023-04;231573.47;224983.64;2.93;2,93;4
507;2023-03;224983.64;222972.27;0.9;0,90;5
508;2022-11;139223.79;90496.41;53.84;53,84;1
508;2022-10;90496.41;67061.07;34.95;34,95;2
508;2023-05;103404.89;83988.42;23.12;23,12;3
508;2023-03;87784.27;72594.78;20.92;20,92;4
508;2023-01;101007.24;89359.61;13.03;13,03;5
509;2022-11;92368.57;50486.93;82.96;82,96;1
509;2023-03;44625.07;27402.96;62.85;62,85;2
509;2023-06;57296.77;39567.96;44.81;44,81;3
509;2022-10;50486.93;42137.44;19.81;19,81;4
509;2022-08;56316.59;48911.3;15.14;15,14;5
510;2022-11;337211.83;180463.2;86.86;86,86;1
510;2023-03;182705.7;155490.21;17.5;17,50;2
510;2023-05;202730.61;183171.34;10.68;10,68;3
510;2022-10;180463.2;176145.07;2.45;2,45;4
510;2023-06;204414.67;202730.61;0.83;0,83;5
511;2023-05;35723.28;16097.69;121.92;121,92;1
511;2022-11;34203.11;18739.91;82.51;82,51;2
511;2023-03;26274.33;21241.72;23.69;23,69;3
511;2022-09;27720.07;22968.88;20.69;20,69;4
511;2023-01;33236.52;29774.66;11.63;11,63;5
512;2022-11;119866.32;73403.43;63.3;63,30;1
512;2022-10;73403.43;53405.17;37.45;37,45;2
